Phrase,Sentiment
latest effort,2
our eyes,3
women to heal,2
can feel the love .,3
Average White Band 's,2
the tragedy,2
is entry number twenty the worst of the Brosnan bunch,1
"-LRB- Sports -RRB- admirable energy , full-bodied characterizations and narrative urgency",3
screenings,2
paid to make it,2
Abel,2
his butt,2
really an advantage to invest such subtlety and warmth in an animatronic bear when the humans are acting like puppets,1
first instinct,2
yearning for adventure,2
The troubling thing about Clockstoppers is that it does n't make any sense .,1
"plays like a bad soap opera ,",0
"Colorful and deceptively buoyant until it suddenly pulls the rug out from under you , Burkinabe filmmaker Dani Kouyate 's reworking of a folk story whose roots go back to 7th-century oral traditions is also a pointed political allegory .",2
"Sweetly sexy , funny and touching .",4
"first-class , natural acting and",4
denuded urban living,2
most convincing,2
telephone,2
college story,2
"Daringly perceptive , taut , piercing and feisty",4
Would that Greengrass had gone a tad less for grit and a lot more for intelligibility .,1
're gonna like this movie .,4
suffocation,1
"coming down off of Miramax 's deep shelves after a couple of aborted attempts , Waking Up in Reno makes",1
power to help people endure almost unimaginable horror,3
As Schmidt,2
it is an interesting exercise by talented writer\/director Anderson,3
the wiggling energy,2
the most fluent of actors,3
grasping actors ' workshop,2
the occasional bursts of sharp writing,3
"the generous inclusiveness that is the genre 's definitive , if disingenuous , feature",2
if,2
declared,2
"of post viewing discussion , if only to be reminded of who did what to whom and why",2
's exactly,2
well-worn,2
like a chocolate milk,2
"keeps it fast -- zippy , comin ' at ya -- as if fearing that his film is molto superficiale",2
one mulls leaving the familiar to traverse uncharted ground,2
fetishistic,2
cross between Highlander and Lolita .,2
remarkable ability to document both sides of this emotional car-wreck,3
should not consider this a diss .,3
"fun and funny in the middle , though somewhat less hard-hitting",3
"Often demented in a good way , but it is an uneven film for the most part",1
seductive tease,2
ambitious movie,3
Motown,2
Romeo,2
of motherhood deferred and desire,3
Brainless,1
", characteristically complex Tom Clancy thriller",2
of Games,2
this laughable dialogue,3
will appeal to Discovery Channel fans and,3
2455,2
than your average formulaic romantic quadrangle,2
A compelling coming-of-age drama about the arduous journey of a sensitive young girl through a series of foster homes and a fierce struggle to pull free from her dangerous and domineering mother,3
leaves you intriguingly contemplative .,3
over a probation officer,2
"that are this crude , this fast-paced and this insane",1
old enough,2
smart and entirely charming,4
what it wants to be,2
It 's difficult for a longtime admirer of his work to not be swept up in Invincible and overlook its drawbacks .,2
it is welcome to see a Chinese film depict a homosexual relationship in a mature and frank fashion,4
Amy and,2
I have a new favorite musical,4
film noir,2
her own athleticism,2
"shows he 's back in form , with an astoundingly rich film .",3
never come up with an adequate reason why we should pay money for what we can get on television for free .,2
who will be delighted simply to spend more time with familiar cartoon characters,3
By The Sea would slip under the waves .,1
English Patient,2
her spiritual quest,2
the kind of low-key way,2
Monsoon,2
proper,2
go with it,2
it was to be Iranian-American in 1979,2
for all that,2
this unique director 's,2
's an effort to watch this movie,2
No thanks .,1
circles it,2
strangely liberating,3
The Hanukkah spirit seems fried in pork .,1
like Kubrick before him,2
in general,2
Amid the new populist comedies that underscore the importance of family tradition and familial community,3
"Even in terms of the low-grade cheese standards on which it operates , it never quite makes the grade as tawdry trash .",1
the one thing this Wild film,2
by the unfolding of Bielinsky 's,2
supremely good,4
of two things,2
to please its intended audience -- children -- without placing their parents in a coma-like state,3
is richer than anticipated,3
middle-class Arkansas,2
predictable in the reassuring manner of a beautifully sung holiday carol,4
overplayed and exaggerated,0
as a classic movie franchise,3
engaging enough to keep you from shifting in your chair too often,3
reap,2
coke,2
it 's a symptom,2
its great credit,4
"` Love Story , ' with Ali MacGraw 's profanities",2
who resembles Sly Stallone in a hot sake half-sleep,1
Were Dylan Thomas alive to witness first-time director,2
the end Sum of All Fears morphs into a mundane '70s disaster flick .,0
a touch too,2
writer Laura Cahill,2
The biggest problem with this movie is that it 's not nearly long enough .,2
surf movies,2
anything but frustrating,2
this is the movie for you,3
Two Weeks Notice,2
the border of bemused contempt,1
psychological and philosophical material,2
one is struck less by its lavish grandeur than by its intimacy and precision .,2
needed to grow into a movie career,2
turn on a dime,2
"Memorable for a peculiar malaise that renders its tension flaccid and , by extension , its surprises limp and its resolutions ritual .",1
you 're willing to go with this claustrophobic concept,2
the most oddly honest Hollywood document of all,3
casual moviegoers,2
The film ultimately offers nothing more than people in an urban jungle needing other people to survive ...,1
"Miller 's strange , fleeting brew of hopeful perseverance and hopeless closure",2
"-LRB- It -RRB- highlights not so much the crime lord 's messianic bent , but Spacey 's .",2
The exclamation point seems to be the only bit of glee you 'll find in this dreary mess .,0
Pinochet 's,2
Reggio and Glass,2
requiring,2
He drags it back,2
comedy bits,2
is either a saving dark humor or the feel of poetic tragedy .,3
` Why ? ',2
much blood-splattering,2
rediscovering the power of fantasy,3
on the elements of a revealing alienation,2
"an odd amalgam of comedy genres , existing somewhere between the often literal riffs of early Zucker Brothers\/Abrahams films , and",3
her feature film,3
"does n't try to surprise us with plot twists , but rather seems to enjoy its own transparency",4
is so cool,3
", crazy",2
just utter ` uhhh,2
overwhelm everything else,1
assesses the issues with a clear passion for sociology,3
", what the hell .",1
less dizzily gorgeous companion,2
huge-screen,3
her confidence in her material is merited,4
filled with crude humor and vulgar innuendo,1
from Ms. Spears,2
shockers since The Evil Dead,3
not smart and,1
curve,2
have n't had a good cheesy B-movie playing in theaters since ... well ... since last week 's Reign of Fire,2
"sticks , really",2
life-affirming script,3
see often enough these days,2
"chafing against their culture 's manic mix of millennial brusqueness and undying , traditional politesse",2
"that after seeing this movie in IMAX form , you 'll be more acquainted with the tiniest details of Tom Hanks ' face than his wife is",2
gives new meaning to the phrase ` fatal script error .,2
it 's really more of The Next Pretty Good Thing,2
so intensely,2
of vitality,2
", for its eccentric , accident-prone characters , and for the crazy things that keep people going in this crazy life",3
"A fascinating , dark thriller that keeps you hooked on the delicious pulpiness of its lurid fiction .",3
a shame,1
within the film 's first five minutes,2
dewy-eyed,2
"as they may , Lawrence unleashes his trademark misogyny -- er , comedy -- like a human volcano or an overflowing septic tank , take your pick",1
"All the sensuality ,",2
"'s a terrible movie in every regard , and utterly painful to watch .",0
soars,4
The entire movie,2
more emotional baggage,2
should seem impossible,2
ruse,2
at his most critically insightful,3
"... -LRB- the film -RRB- works , due mostly to the tongue-in-cheek attitude of the screenplay .",3
For all the time we spend with these people,2
fails to unlock the full potential of what is in many ways a fresh and dramatically substantial spin on the genre .,2
"The film does n't really care about the thousands of Americans who die hideously , it cares about how Ryan meets his future wife and makes his start at the CIA .",1
a taunt,1
laughing at,2
Simultaneously heart-breaking and very funny,4
the schmaltz is manufactured,1
Smith,2
pointed,2
J.K. Rowling 's marvelous series,4
of a dark and quirky comedy,2
"eludes Madonna and , playing a charmless witch",3
Kinnear and,2
"Peter Sellers , Kenneth Williams , et",2
be rendered tedious by Avary 's failure to construct a story with even a trace of dramatic interest,0
duking it,2
claims so many lives around her,2
"their dogmatism , manipulativeness and",2
3000,3
reptilian villain,2
school social groups,2
9 1\/2,2
captivating and intimate study,3
"at , but its not very informative about its titular character and no more challenging than your average television biopic",1
"Yakusho , as always , is wonderful as the long-faced sad sack ... and his chemistry with Shimizu is very believable .",4
`` Punch-Drunk Love '',2
the hardy spirit,3
a daytime soaper,2
who 's been all but decommissioned,2
What goes on for the 110 minutes of `` Panic Room '',1
gone for broke,2
Sam Mendes,3
with such confidence,3
Even as the hero of the story rediscovers his passion in life,2
cute alien,3
", twisted , brilliant and macabre",4
no respectable Halloween costume shop would ever try to sell,1
certain sense,2
I laughed so much that I did n't mind,4
Baran,2
Kinnear ... gives his best screen performance with an oddly winning portrayal of one of life 's ultimate losers .,4
I could not stand them,0
the rolling of a stray barrel,3
have completely forgotten the movie by the time you get back to your car in the parking lot,1
this filmmaker 's flailing reputation,0
-LRB- Crystal and De Niro -RRB- manage to squeeze out some good laughs but not enough to make this silly con job sing .,2
"is a genuine love story , full of traditional layers of awakening and ripening and separation and recovery .",3
's better than one might expect when you look at the list of movies starring Ice-T in a major role .,3
pack 'em in on the subcontinent,3
"... gripping and handsome execution , -LRB- but -RRB- there is n't much about K-19 that 's unique or memorable .",2
that derives from a workman 's grasp of pun and entendre and its attendant,3
unexpected gravity,2
As steamy as,2
"Not the best Herzog perhaps , but unmistakably Herzog .",2
soon,2
Expecting,3
you have a case of masochism and an hour and a half to blow,0
go with its flow,2
a fullness,3
"It 's a setup so easy it borders on facile ,",1
all-star,3
this junk,1
futile concoction,1
The Pianist -LRB- is -RRB-,2
such a big job,3
larded,1
It would be disingenuous to call Reno a great film,1
the subject of love head-on,2
thoroughly awful movie,0
to-do list,2
would have thought possible .,2
the new millennium,2
Scarlet 's,2
to the damage,2
wild comedy,3
\*\* holes,1
The emotional overload,2
is about as humorous as watching your favorite pet get buried alive,0
The script by David Koepp is perfectly serviceable and because he gives the story some soul ...,3
it primarily relies on character to tell its story,2
of sadists,2
can be distinguished from a mediocre one by the better film 's ability to make its subject interesting to those who are n't part of its supposed target audience .,3
is a VH1 Behind the Music special that has something a little more special behind it : music that did n't sell many records but helped change a nation .,3
the star-making machinery,3
nationwide,2
the group,2
such life-embracing spirit,3
comes back,2
Everything its title,2
in the mind of the viewer,2
"Alternately hilarious and sad , aggravating",2
"to watch Huppert scheming , with her small , intelligent eyes as steady as any noir villain , and to enjoy the perfectly pitched web of tension that Chabrol spins",2
is lacking,1
major alterations,2
You 'll probably love it .,4
no real sense of suspense,1
flounders under the weight of too many story lines .,1
black and white,2
"Ledger attempts , in vain , to prove that movie-star intensity can overcome bad hair design",2
a sentimental resolution,2
extremely thorough,3
most exciting action films,3
for money,2
"The Saigon of 1952 is an uneasy mix of sensual delights and simmering violence , and The Quiet American brings us right into the center of that world",3
"Cox is far more concerned with aggrandizing madness , not the man ,",1
love a Disney pic,3
Hoffman 's performance is authentic to the core of his being .,3
to its new sequel,2
most about God,2
feature directing debut,2
its social message,2
The crassness of this reactionary thriller,0
Little Chinese Seamstress,2
historic,3
of the death camp of Auschwitz II-Birkenau,2
the fiction of the movie for me,2
overbearing and over-the-top as the family,1
"meaningless , vapid and devoid",0
film only,2
a bracingly nasty accuracy,2
is unashamedly pro-Serbian,1
plucks `` The Four Feathers '',2
acumen,3
Not a film,2
make Green Dragon seem more like medicine than entertainment,1
with some powerful people,3
Aranda,2
But that they are doing it is thought-provoking .,3
artistically inept,1
that finally returns De Palma to his pulpy thrillers of the early '80s,3
dampened by a lackluster script and substandard performances,1
The innate theatrics that provide its thrills and extreme emotions lose their luster when flattened onscreen .,0
this debut indie feature,2
Delight your senses and crash this wedding !,4
"lets her complicated characters be unruly , confusing and , through it all , human .",2
", if somewhat standardized ,",2
a few weeks,2
's a delightfully quirky movie to be made from curling,3
Schwarzenegger or Stallone,2
when it comes to dreaming up romantic comedies,2
logic,2
relevant today,3
fairly enjoyable mixture,3
"Director Chris Wedge and screenwriters Michael Berg , Michael J. Wilson and Peter Ackerman create some episodes that rival vintage Looney Tunes for the most creative mayhem in a brief amount of time .",3
", it will gratify anyone who has ever suspected Hollywood of being overrun by corrupt and hedonistic weasels .",2
the down-to-earth Bullock and,2
They were right .,2
his co-stars,2
comes from a 60-second homage to one of Demme 's good films,2
del,3
melodramatic paranormal romance is an all-time low for Kevin Costner .,1
A triumph of pure craft and passionate heart .,4
so with an artistry that also smacks of revelation,3
a provocative piece of work,4
with a bigger budget,2
"him to finally move away from his usual bumbling , tongue-tied screen persona",2
"'s apparently nothing left to work with , sort of like Michael Jackson 's nose",0
Adrien,2
forgivable,2
"to imply terror by suggestion , rather than the overuse of special effects",2
film representation,2
solemn words,2
inquisitiveness,2
that does everything but issue you a dog-tag and an M-16,3
instantly forgettable snow-and-stuntwork extravaganza,1
other Carmen,2
"Remarkable for its excellent storytelling , its economical , compressed characterisations and for its profound humanity",4
"the job done , running off the limited chemistry created by Ralph Fiennes and Jennifer Lopez",1
"frantic than involving , more chaotic than entertaining",1
Not as good as the original,1
"its true-to-life characters , its sensitive acting , its unadorned view of rural life and the subtle direction of first-timer Hilary Birmingham",3
ca n't go wrong,3
presents himself,2
"thrill you , touch you",3
if you only had a week to live,1
jaded,1
Far-fetched,1
writing and,2
of an underdone potato,1
more detail,2
"It 's full of cheesy dialogue , but great trashy fun that finally returns De Palma to his pulpy thrillers of the early '80s .",3
confronting the roots of his own preoccupations and obsessions,2
Valley Boy voice,2
that its `` dead wife communicating from beyond the grave '' framework is even remotely new or interesting,1
is predictable at every turn .,1
undergo,2
be a shame if this was your introduction to one of the greatest plays of the last 100 years,1
Ryan '' battle scenes,2
their movie mojo,2
and yet completely familiar,3
in the same way,2
will do for a set .,2
forbidden zone,2
the 19th century,2
"the film does n't sustain its initial promise with a jarring , new-agey tone creeping into the second half",1
resurrecting performers who rarely work in movies now ... and,2
young males in the throes of their first full flush of testosterone,2
"Worth seeing once ,",3
in Miami,2
As,2
instead of having things all spelled out,2
their project so interesting,3
"law enforcement , and a visceral , nasty journey",1
"unlikable , uninteresting , unfunny , and completely",0
The romance between the leads,2
is entertainment opportunism at its most glaring,3
histrionic,1
"a solid , anguished performance",4
"growing , moldering pile",1
cheats on itself and retreats to comfortable territory .,0
quirkily appealing minor movie she might not make for a while,2
does not a movie make,1
Gibney,2
directing debut,2
director and,2
concrete story and definitive answers,3
A flawed but engrossing thriller,3
"it 's almost worth seeing , if only to witness the crazy confluence of purpose and taste",3
"Robert Altman ,",2
Puportedly,2
being about something,2
gross-out films,2
finery,3
is just the sort for those moviegoers who complain that ` they do n't make movies like they used to anymore .,3
bluescreen,2
from the cast,2
"Talk to Her is so darned assured , we have absolutely no idea who the main characters are until the film is well under way -- and yet it 's hard to stop watching .",3
credit that we believe that that 's exactly what these two people need to find each other -- and themselves,2
Two hours of junk,0
"its best , which occurs often",2
the case for a strong education and good teachers being more valuable in the way they help increase an average student 's self-esteem,3
pitch-perfect acting,4
Bearable .,2
some fun in this jumbled mess,3
imposed for the sake of commercial sensibilities,2
of defiance over social dictates,2
has n't yet coordinated his own DV poetry with the Beat he hears in his soul,2
so-bad-it 's,1
gorgeous beaches,3
diabolical,2
the final act,2
troupe Broken Lizard 's,2
surprisingly dull,2
surprisingly similar teen drama,2
many talky,2
affectionate depiction,2
maintaining a light touch,3
than its title,2
of Arthur Schnitzler 's Reigen,2
an acquired taste that takes time to enjoy,2
"'s difficult to conceive of anyone who has reached puberty actually finding the characters in Slackers or their antics amusing , let alone funny",0
Jackie Chan in it,2
A completely spooky piece,2
the disadvantage of also looking cheap,1
sensational denouements,3
Nothing about the film -- with the possible exception of Elizabeth Hurley 's breasts --,1
to Smoochy,2
about Iran 's electoral process,2
"different , unusual , even nutty",3
`` One look at a girl in tight pants and big tits and you turn stupid ? '',1
"is a convincing one ,",3
fits into a classic genre,3
extended publicity department,2
not the Craven of ' A Nightmare on Elm Street ',2
children and,2
that freely,2
over with,1
"The acting is amateurish , the cinematography is atrocious , the direction is clumsy , the writing is insipid and the violence is at once luridly graphic and laughably unconvincing .",0
the rolling of a stray barrel or,2
of discovery and humor between Chaplin and Kidman,2
"excels in breaking glass and marking off the `` Miami Vice '' checklist of power boats , Latin music and dog tracks",3
into the humanity of its people,2
"without doubt an artist of uncompromising vision , but that vision is beginning to feel",2
all the alacrity,2
"- , Chinese - , Irish -",2
love with its overinflated mythology,2
the emphasis on self-empowering schmaltz,2
of those rare pictures,3
Matthew 's predicament,3
about isolation,2
not worth,2
It 's probably not easy to make such a worthless film ...,0
"It 's not life-affirming -- its vulgar and mean ,",0
Lan Yu is a disarmingly lived-in movie,2
musings,2
courtesy,2
crudely literal,1
1920,2
feel alive,2
with Harris 's strong effort,2
of its parts,2
"dreams ,",3
than mid-range Steven Seagal,2
Very stupid and annoying,0
stand-up-comedy mill,2
redeems,2
with the exception of about six gags,2
by creepy-crawly bug things that live only in the darkness,2
The ethos of the Chelsea Hotel,3
any sort,2
the corporate circus,2
", richly",2
I wo n't be sitting through this one again,1
the unusual power,3
make it look as though they are having so much fun,3
on the life experiences of a particular theatrical family,2
little neck,2
"Rudd ,",2
with restraint,2
"about a boring man , made watchable by a bravura performance from a consummate actor incapable of being boring",2
of relentlessly nasty situations,1
too loud,1
"the filmmaker cuts against this natural grain , producing a work that 's more interested in asking questions than in answering them .",2
rather listless amble,1
are too,2
"You 'll forget about it by Monday , though , and",1
of persistence that is sure to win viewers ' hearts,4
wastes its time,0
Though it goes further than both,2
beautifully choreographed kitchen ballet,4
central characters,2
a thick shmear,2
"... in trying to capture the novel 's deeper intimate resonances , the film has -- ironically - distanced us from the characters .",1
leaves that little room,2
Prophet,2
to make it,2
"sad , occasionally horrifying but often inspiring film",3
have no idea what in creation is going on,1
being a bow-wow,2
sit back and,2
Blue Crush thrillingly uses modern technology to take the viewer inside the wave .,3
who ca n't act,1
movie landscape,2
deep chords,2
Carmen,2
-LRB- Davis -RRB-,2
describing,2
"Great performances , stylish cinematography and",4
such,2
insane comic undertaking,3
then go see this delightful comedy .,3
"Put it somewhere between Sling Blade and South of Heaven , West of Hell in the pantheon of Billy Bob 's body of work .",2
verbal,2
self-righteousness,1
I felt disrespected .,0
An old-fashioned but emotionally stirring adventure tale of the kind they,3
"being clever and devolves into flashy , vaguely silly overkill",2
as a painful elegy and sobering cautionary tale,3
's so much to look at in Metropolis you hate to tear your eyes away from the images long enough to read the subtitles .,4
Happy Hour kinda,2
"perceptive , good-natured",3
to admit I walked out of Runteldat,0
look at and not a Hollywood product,2
of pure craft and passionate heart,4
come with a subscription to ESPN the Magazine,2
"served by the movie 's sophomoric blend of shenanigans and slapstick , although the more lascivious-minded might be disappointed in the relative modesty of a movie that sports a ` topless tutorial service",1
"... the one thing this Wild film has that other Imax films do n't : chimps , lots of chimps , all blown up to the size of a house .",2
worshipful bio-doc,2
Swift,2
of the 1.2 million Palestinians who live in the crowded cities and refugee camps of Gaza,2
is full of unhappy,1
feel contradictory things,1
its promenade,2
you have the patience for it,1
career-best performances,3
Duvall,2
the forced New Jersey lowbrow accent Uma had,1
Fabian Bielinsky,2
estrogen-free,1
those young whippersnappers,2
"delightful , witty , improbable romantic comedy",4
it should pay reparations to viewers .,0
this charmer has a spirit that can not be denied,4
night and nobody,2
Jackson does n't always succeed in integrating the characters in the foreground into the extraordinarily rich landscape,2
shoestring and,2
did at seventeen,2
", bitter and truthful",2
holds the film together with a supremely kittenish performance that gradually accumulates more layers,4
be when it grows up,2
"-- when are bears bears and when are they like humans , only hairier --",2
The Next Great Thing,3
deserved better,2
reminds you just how comically subversive silence can be,3
spat out from the Tinseltown assembly line,1
concentrate on City by the Sea 's interpersonal drama,2
as your ABC 's,2
The film is a fierce dance of destruction .,3
This thing is virtually unwatchable .,0
to guilt-trip parents,1
a film about action,2
brilliant college student,2
French people,2
is all menace and atmosphere .,2
"Fast and funny , an action cartoon that 's suspenseful enough for older kids but not too scary for the school-age crowd .",3
filmed partly,2
Jerry Bruckheimer 's putrid pond,1
be a good match of the sensibilities of two directors,3
intimidated by both her subject matter and the period trappings of this debut venture into the heritage business,1
"of the campaign-trail press , especially ones",2
that strays past the two and a half mark,2
wickedly undramatic,1
wish it would have just gone more over-the-top instead of trying to have it both ways,1
with a sweet,3
"its excellent storytelling ,",3
"Another in a long line of ultra-violent war movies , this one",2
an `` O Bruin,2
skyscraper,2
in other films,2
A reasonably entertaining sequel,3
an inconsistent and ultimately unsatisfying drizzle,1
is little else to recommend `` Never Again,1
Geneva,2
of revenge,2
a fascinating part,3
who 's finally been given a part worthy of her considerable talents,4
"extended , open-ended poem",3
Michael Moore 's latest documentary,2
won -- and wins still,4
too clever complexity,2
the movie or,2
about going to see this movie,2
While obviously aimed at kids,2
the death camp of Auschwitz II-Birkenau,2
"Just a string of stale gags ,",1
"for a film -- rowdy , brawny and lyrical in the best Irish sense",3
sketchy business plans,2
"Graphic sex may be what 's attracting audiences to Unfaithful , but gripping performances by Lane and Gere are what will keep them awake",3
the young actors,2
"anyone still thinks this conflict can be resolved easily , or soon",2
"displays something more important : respect for its flawed , crazy people",2
to remember it by,3
its whimsical humor,3
already thin story,1
"Trapped wo n't score points for political correctness , but",2
ethical and,2
deliver a few gut-busting laughs,3
"he comes across as shallow and glib though not mean-spirited , and there 's no indication that he 's been responsible for putting together any movies of particular value or merit",1
be baffled,1
do so in a way that does n't make you feel like a sucker,2
"Light , silly ,",2
"there 's the inimitable Diaz , holding it all together .",3
"through a sad , sordid universe of guns , drugs , avarice and damaged dreams",1
the feral intensity,3
", poorly written , murky and weakly acted , the picture feels as if everyone making it lost their movie mojo .",0
Hollywood program,3
mostly wordless,2
My Sweet,2
dabbles all around,1
Bambi,3
of a comedy to start a reaction,2
a diverting enough hour-and-a-half,2
of everyday sex-in-the-city misadventures,3
staggeringly,2
gives an especially poignant portrait of her friendship with the never flagging legal investigator David Presson .,3
"The bottom line with Nemesis is the same as it has been with all the films in the series : Fans will undoubtedly enjoy it , and the uncommitted need n't waste their time on it",1
"putting together familiar themes of family , forgiveness and love",3
Iles ' book,2
Its simplicity,2
Do n't Ask,3
Contrived as this may sound,1
a welcome step,3
Although largely a heavy-handed indictment of parental failings and the indifference of Spanish social workers and legal system towards child abuse,1
"discerned from non-firsthand experience , and",2
Bibi,2
can make him a problematic documentary subject,2
"While the ensemble player who gained notice in Guy Ritchie 's Lock , Stock and Two Smoking Barrels and Snatch has the bod",2
Uneven but a lot of fun,3
But it would be better to wait for the video .,1
any of the qualities that made the first film so special,2
your destination,2
an overall sense of brusqueness,1
"Comes across as a relic from a bygone era , and its convolutions ... feel silly rather than plausible",1
for a romantic comedy,2
"Confuses its message with an ultimate desire to please , and contorting itself into an idea of expectation is the last thing any of these three actresses , nor their characters , deserve .",0
making people,2
with enough eye,2
Chris Rock,2
makes an amazing breakthrough,4
"her passionate , tumultuous affair",3
a much better book,2
flat as the scruffy sands of its titular community,0
Scoob and Shag,2
find new avenues of discourse,2
Maggie Smith as the Ya-Ya member with the O2-tank,2
one is,2
is like reading a research paper,1
What 's needed so badly but what is virtually absent,2
"all as if to say , `` Look at this",2
many,2
glorified,3
Mel Brooks ',2
a shifting tone that falls far short of the peculiarly moral amorality of -LRB- Woo 's -RRB- best work,0
Praise,3
sexual possibility,2
laugh as well .,3
enough to sit through crap like this,1
he provides a strong itch to explore more .,3
"Bielinsky 's great game , that 's when you 're in the most trouble",3
"that works effortlessly at delivering genuine , acerbic laughs",4
world championship material,2
as a detailed personal portrait,3
's too harsh to work as a piece of storytelling,1
good race,3
Hong Kong action cinema,2
sensitive young girl,2
"sharp comedy , old-fashioned monster movie atmospherics , and genuine heart",4
that Jackie Chan is getting older,1
little atmosphere,2
": The Widowmaker did this viewer feel enveloped in a story that , though meant to be universal in its themes of loyalty , courage and dedication to a common goal , never seems to leave the lot .",2
"admire it and yet can not recommend it , because it overstays its natural running time .",1
It 's not too racy,2
for its decrepit freaks,2
a step in the right direction,3
and crude humor,0
go see this delightful comedy .,4
tackling,2
"the worst kind of mythologizing , the kind that sacrifices real heroism and abject suffering for melodrama .",0
"-LRB- who is always a joy to watch , even when her material is not first-rate -RRB-",3
"compelling is present Brown as a catalyst for the struggle of black manhood in restrictive and chaotic America ... sketchy but nevertheless gripping portrait of Jim Brown , a celebrated wonder in the spotlight",4
the embarrassment,2
flashbacks,2
in which fear and frustration are provoked to intolerable levels,3
"is funny , charming and quirky in her feature film acting debut as Amy .",3
will be lulled into a coma .,0
constant mood,2
his performance as,2
But never mind all that ; the boobs are fantasti,3
a large dose,2
", unfakable sense",2
track,2
searching for a quarter in a giant pile of elephant feces,0
the unsettled tenor,1
beginning with the pale script,1
to cuss him out severely for bungling the big stuff,1
suffering from a severe case of Hollywood-itis,1
in another community,2
substitutes,2
"Scotland looks wonderful ,",3
"rich , shadowy black-and-white , Devils chronicles",2
bikes,2
makes your least favorite James Bond movie seem as cleverly plotted as The Usual Suspects,1
the cold comfort,2
only teenage boys,2
an amiable but unfocused bagatelle,2
a darker unnerving role,2
uncompelling the movie is unless it happens to cover your particular area of interest,1
"The Last Kiss will probably never achieve the popularity of My Big Fat Greek Wedding , but its provocative central wedding sequence has far more impact .",3
the working class,2
the other good actors,2
"'s coherent , well shot ,",3
a well-deserved reputation,3
to be a part of that elusive adult world,3
for a,2
know it 's going to be a trip,2
"sharp comedy , old-fashioned monster movie atmospherics",3
Pair that with really poor comedic writing ... and you 've got a huge mess,0
A meditation on faith and madness,3
those around him in the cutthroat world of children 's television,2
", it is n't much fun .",1
", funnier .",3
the specific conditions,2
comedy film,2
have a long way to go before it reaches the level of crudity in the latest Austin Powers extravaganza,1
as a tribute,3
of a growing strain of daring films,3
exploitative,0
-- like a rather unbelievable love interest and a meandering ending --,1
loud and goofy,1
not enough Pretty Woman,2
feel like a 10-course banquet,3
writing screenplays,2
Mr. Polanski is in his element here,3
Baby-faced,2
leaves shockwaves,3
the funniest motion,3
a good three days,3
something about how lame it is to try and evade your responsibilities,1
grandfather,2
as the most magical and most fun family fare of this or any recent holiday season,4
What might have emerged as hilarious lunacy in the hands of Woody Allen or Mel Brooks -LRB- at least during their '70s heyday -RRB-,2
the movie dawdle in classic disaffected-indie-film mode,1
film director,2
"is all over the place , really",1
"when the now computerized Yoda finally reveals his martial artistry , the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside .",3
on the fly -- like between lunch breaks for Shearer 's radio show and his Simpson voice-overs,2
virtually plotless meanderings,2
Danang,2
Spader and,2
"of French hip-hop , which also seems to play on a 10-year delay",1
a fierce struggle to pull free from her dangerous and domineering mother,2
Simone is not a bad film .,3
disarming,2
go to a picture-perfect beach during sunset .,2
weighs,2
Woody Allen has really found his groove these days .,4
good cinema,4
just more,2
to champion the fallibility of the human heart,3
supernatural trappings,2
", sick sight",2
"poorly written , murky and weakly acted",0
indeed,2
is creepy,1
ironic exception,2
of losing a job,2
", you get a lot of running around , screaming and death .",2
"adorably ditsy but heartfelt performances ,",3
is so clumsily sentimental and ineptly directed it may leave you speaking in tongues .,0
big fights,2
the original film virtually scene for scene,2
the humans are acting like puppets,1
fiery,4
Beautifully crafted and brutally honest,4
never seen or heard anything quite like this film,2
lack the nerve ... to fully exploit the script 's potential for sick humor,1
fills,2
a technology in search,2
New York fest,2
it 's a wonder that he could n't have brought something fresher to the proceedings simply by accident,2
"like one long , meandering sketch inspired by the works of John Waters and Todd Solondz , rather than a fully developed story .",2
"'re wrapped up in the characters , how they make their choices , and why",3
"staged like `` Rosemary 's Baby , '' but is not as well-conceived as either of those films",1
Driver-esque,2
alienating most viewers,1
seems to have recharged him,2
spark this leaden comedy,2
1957,2
of desperation and cinematic deception,2
sordid of human behavior on the screen,0
This is a movie where the most notable observation is how long you 've been sitting still .,1
But tongue-in-cheek preposterousness has always been part of For the most part Wilde 's droll whimsy helps `` Being Earnest '' overcome its weaknesses and Parker 's creative interference ...,3
intimate camera work,2
Mai Thi Kim,2
so poorly plotted and scripted .,0
of an already obscure demographic,1
the characters are in it,2
of Spielbergian,2
of history affectingly,2
well-mounted history lesson,3
woefully,2
Igby,2
as she continually tries to accommodate to fit in and gain the unconditional love she seeks,3
Angels With Dirty Faces,2
is a director to watch,4
The Tuxedo 's 90 minutes,2
that this Mean Machine was a decent TV outing that just does n't have big screen magic,1
"submerged here ,",3
adorably ditsy but heartfelt performances,3
"Collateral Damage is trash ,",0
for those with at least a minimal appreciation of Woolf and Clarissa Dalloway,2
sucked,0
for prevention,2
lacking the broader vision that has seen certain Trek films ... cross over to a more mainstream audience,2
bears more than a whiff of exploitation,2
"by cold , loud special-effects-laden extravaganzas",1
Mr. Day-Lewis,2
"his shortest ,",2
pointless mayhem,1
interested in knowing any of them personally,2
Elegantly produced and expressively performed,3
wo n't enjoy the movie at all,0
find a place,2
David Weissman and Bill Weber,2
susceptible to blue hilarity,2
show these characters in the act and,2
with cloying messages and irksome characters,1
resolution,2
